id,created_at,query,weather_location,temperatureC,humidityPercent,heatIndexC,heatLevel,summary,actions,safetyTips,confidenceScore,source
c3054df9-6077-4db2-8a0f-802ba9427ef1,2026-05-19T17:33:14.839Z,"hiii","<REDACTED_LOCATION>",27.5,80,30.9,caution,"Sorry, that question is outside this assistant's scope. I can only handle heat index, weather impact, and school health advisory concerns.","Ask about current heat level and recommended safety actions for students and parents. | Ask about class activity adjustments, hydration, and warning signs of heat stress.","Use current heat conditions to get a focused advisory response. | Follow official school and DepEd communication channels for class schedule decisions.",0.9,"fallback"
0b76eaf2-f5db-42b4-80c9-b7c740de2189,2026-05-19T17:41:58.103Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.5°C, heat index is 30.9°C (caution). Condition: clear sky. Keep it short and practical.","<REDACTED_LOCATION>",27.5,80,30.9,caution,"Outdoor safety depends on current heat level (caution) at 30.9°C heat index.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
da5d5b7d-22dd-4669-9c7b-0021f09ebc01,2026-05-19T17:42:40.738Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.5,80,30.9,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
7583d71b-1dee-448d-b6a4-d73c19b62ebe,2026-05-19T17:47:14.500Z,"hi","<REDACTED_LOCATION>",27.5,80,30.9,caution,"Hi parent. Current heat index is 30.9°C (caution). I can help with practical heat-safety guidance for your child.","Ask about outdoor safety, hydration, warning signs, or class suspension guidance. | You can also ask what your child should bring during hot days.","Keep your child hydrated throughout the day. | Monitor school announcements for schedule updates.",0.92,"fallback"
4542c424-62d1-4f73-af12-30fcadb0f8ce,2026-05-19T17:47:20.366Z,"hi veh","<REDACTED_LOCATION>",27.5,80,30.9,caution,"Hi parent. Current heat index is 30.9°C (caution). I can help with practical heat-safety guidance for your child.","Ask about outdoor safety, hydration, warning signs, or class suspension guidance. | You can also ask what your child should bring during hot days.","Keep your child hydrated throughout the day. | Monitor school announcements for schedule updates.",0.92,"fallback"
b4d2fe2f-8de7-4e65-803a-76af8a2d33c3,2026-05-19T17:47:27.194Z,"hello po kamusta","<REDACTED_LOCATION>",27.5,80,30.9,caution,"Hello parent. Kasalukuyang heat index ay 30.9°C (caution). Handa akong tumulong sa heat safety questions para sa inyong anak.","Maaari kang magtanong tungkol sa outdoor safety, hydration, at warning signs. | Maaari rin tungkol sa class suspension guidance base sa heat level.","Panatilihing hydrated ang bata. | I-monitor ang updates ng school para sa schedule changes.",0.92,"fallback"
60d0d140-3329-43ae-a16c-ca16e0e14d54,2026-05-19T17:49:30.853Z,"hala ano gagawin ko :(","<REDACTED_LOCATION>",27.5,80,30.9,caution,"Sorry, that question is outside this assistant's scope. I can only handle heat index, weather impact, and school health advisory concerns.","Ask about current heat level and recommended safety actions for students and parents. | Ask about class activity adjustments, hydration, and warning signs of heat stress.","Use current heat conditions to get a focused advisory response. | Follow official school and DepEd communication channels for class schedule decisions.",0.9,"fallback"
3f186ead-befc-438e-a470-7a214d1a313b,2026-05-19T17:49:40.417Z,"wala bakong gagawin?","<REDACTED_LOCATION>",27.5,80,30.9,caution,"Pasensya na, hindi sakop ng assistant na ito ang tanong na iyan. Nakatuon lang ito sa heat index, weather impact, at school health advisories.","Maaari kang magtanong tungkol sa heat index level ngayon at kaukulang school safety actions. | Maaari rin akong tumulong sa parent precautions para sa init (hydration, outdoor activity limits, warning signs).","Itanong ang kasalukuyang heat condition para sa mas eksaktong advisory. | Sundin ang official school at DepEd announcements para sa class schedule decisions.",0.9,"fallback"
e1309fbf-f5f3-4119-8920-f80df0f741fd,2026-05-19T17:52:41.347Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.0°C (caution). Condition: few clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.1,80,30,caution,"Outdoor safety depends on current heat level (caution) at 30°C heat index.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
26bb43c7-00f7-4a3f-97de-2c0b3eb102f5,2026-05-19T17:52:44.573Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.1,80,30,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
ca05ecbe-8f8e-4d80-9d4a-f047551860c1,2026-05-19T17:53:56.653Z,"hi veh","<REDACTED_LOCATION>",27.1,80,30,caution,"Hi parent. Current heat index is 30°C (caution). I can help with practical heat-safety guidance for your child.","Ask about outdoor safety, hydration, warning signs, or class suspension guidance. | You can also ask what your child should bring during hot days.","Keep your child hydrated throughout the day. | Monitor school announcements for schedule updates.",0.92,"fallback"
70be7486-e672-45a7-b98a-664a13207b90,2026-05-19T17:54:08.936Z,"lah","<REDACTED_LOCATION>",27.1,80,30,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
c32b14f6-6739-4b6b-879e-d486d510e7c8,2026-05-19T17:54:19.463Z,"ano gagawin ko po","<REDACTED_LOCATION>",27.1,80,30,caution,"May pag-iingat sa init. Ayusin ang outdoor activities at hydration.","Bawasan ang tagal ng outdoor activities sa peak heat. | Dagdagan ang water breaks at bantayan ang at-risk students.","Ilipat ang outdoor activities sa mas maagang oras. | Bantayan ang hilo, pagkahilo, o matinding pagod.",1,"python"
dfeaebc4-d37a-4182-9dbd-0e27883a0354,2026-05-19T17:54:33.213Z,"bait mo naman","<REDACTED_LOCATION>",27.1,80,30,caution,"May pag-iingat sa init. Ayusin ang outdoor activities at hydration.","Bawasan ang tagal ng outdoor activities sa peak heat. | Dagdagan ang water breaks at bantayan ang at-risk students.","Ilipat ang outdoor activities sa mas maagang oras. | Bantayan ang hilo, pagkahilo, o matinding pagod.",1,"python"
5357795c-7a7d-4175-8290-99036c8c514c,2026-05-19T17:54:46.140Z,"kamusta anak ko sa school","<REDACTED_LOCATION>",27.1,80,30,caution,"Hi parent. Current heat index is 30°C (caution). I can help with practical heat-safety guidance for your child.","Ask about outdoor safety, hydration, warning signs, or class suspension guidance. | You can also ask what your child should bring during hot days.","Keep your child hydrated throughout the day. | Monitor school announcements for schedule updates.",0.92,"fallback"
d1064dea-00e1-4f91-bf87-308e61090dd9,2026-05-19T17:55:04.250Z,"like what?","<REDACTED_LOCATION>",27.1,80,30,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
8abdd0e9-0c93-4402-9490-e97ff9679d35,2026-05-19T17:55:23.422Z,"hindi ba ako pupunta sa school?","<REDACTED_LOCATION>",27.1,80,30,caution,"May pag-iingat sa init. Ayusin ang outdoor activities at hydration.","Bawasan ang tagal ng outdoor activities sa peak heat. | Dagdagan ang water breaks at bantayan ang at-risk students.","Ilipat ang outdoor activities sa mas maagang oras. | Bantayan ang hilo, pagkahilo, o matinding pagod.",1,"python"
6e8581a7-2bdc-4612-a341-ce5bfcfe9bc0,2026-05-19T18:02:41.029Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.0°C (caution). Condition: few clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.1,80,30,caution,"Outdoor safety depends on current heat level (caution) at 30°C heat index.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
700b7fe0-a7a4-4e83-8158-2366426f2e43,2026-05-19T18:02:43.305Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.1,80,30,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
5ff4d66d-4b64-4fe6-8108-318c00d6f4a4,2026-05-19T18:03:14.924Z,"low teh","<REDACTED_LOCATION>",27.1,80,30,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
106f123e-dad2-417a-9f11-3749f5b2fe26,2026-05-19T18:03:26.491Z,"hiii","<REDACTED_LOCATION>",27.1,80,30,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
f02b53a9-c38d-4775-917c-c89e6d373cb9,2026-05-19T18:03:30.268Z,"hi","<REDACTED_LOCATION>",27.1,80,30,caution,"Hi parent. Current heat index is 30°C (caution). I can help with practical heat-safety guidance for your child.","Ask about outdoor safety, hydration, warning signs, or class suspension guidance. | You can also ask what your child should bring during hot days.","Keep your child hydrated throughout the day. | Monitor school announcements for schedule updates.",0.92,"fallback"
eddfa227-9b79-4b1a-a630-f57723a28ea7,2026-05-19T18:03:46.677Z,"ano gagawin ko?","<REDACTED_LOCATION>",27.1,80,30,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
ef302228-6046-4f34-bc16-bbe233a46a16,2026-05-19T18:04:18.497Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.1,80,30,caution,"Current heat index is 30°C (caution). Prioritize hydration, shade, and reduced outdoor exposure.","Review current heat index and postpone high-exertion outdoor activity if needed. | Ensure drinking water access in classrooms and activity areas. | Monitor students for early heat stress signs and escalate to clinic when needed.","Encourage frequent hydration every 15 to 20 minutes during hot periods. | Use shaded or indoor alternatives for PE and assemblies when risk is elevated. | Coordinate with class advisers for at-risk students and immediate cooling response.",0.86,"fallback"
8a1da708-16c7-487d-8562-b3eac96c2ced,2026-05-19T18:04:19.805Z,"and then?","<REDACTED_LOCATION>",27.1,80,30,caution,"Current heat index is 30°C (caution). Prioritize hydration, shade, and reduced outdoor exposure.","Review current heat index and postpone high-exertion outdoor activity if needed. | Ensure drinking water access in classrooms and activity areas. | Monitor students for early heat stress signs and escalate to clinic when needed.","Encourage frequent hydration every 15 to 20 minutes during hot periods. | Use shaded or indoor alternatives for PE and assemblies when risk is elevated. | Coordinate with class advisers for at-risk students and immediate cooling response.",0.86,"gemini"
7f517918-718c-4414-a2ab-7d34784c88ed,2026-05-19T18:04:35.438Z,"sungit mo naman","<REDACTED_LOCATION>",27.1,80,30,caution,"May pag-iingat sa init. Ayusin ang outdoor activities at hydration.","Bawasan ang tagal ng outdoor activities sa peak heat. | Dagdagan ang water breaks at bantayan ang at-risk students.","Ilipat ang outdoor activities sa mas maagang oras. | Bantayan ang hilo, pagkahilo, o matinding pagod.",1,"python"
f43650b2-37d5-477f-bcff-7fb7bea73957,2026-05-19T18:04:45.746Z,"kamusta ang anak ko?","<REDACTED_LOCATION>",27.1,80,30,caution,"Hi parent. Current heat index is 30°C (caution). I can help with practical heat-safety guidance for your child.","Ask about outdoor safety, hydration, warning signs, or class suspension guidance. | You can also ask what your child should bring during hot days.","Keep your child hydrated throughout the day. | Monitor school announcements for schedule updates.",0.92,"fallback"
71bd5385-1591-4a61-b882-28c9ebbcd844,2026-05-19T18:11:45.624Z,"What signs of heat exhaustion should I watch for?","<REDACTED_LOCATION>",27.1,80,30,caution,"If your child has dizziness, vomiting, severe headache, or confusion, treat this as urgent and refer to school clinic or nearest health provider immediately.","Stop outdoor activity and move the child to a cool shaded area. | Provide water if the child is conscious and can drink. | Notify class adviser and school clinic immediately.","Do not force the child to continue activity while symptomatic. | Seek medical assessment if symptoms persist or worsen.",0.92,"fallback"
1b61655c-f6aa-4aa4-b845-c3ed12d55ffe,2026-05-19T18:13:05.282Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.0°C (caution). Condition: few clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.1,80,30,caution,"Outdoor safety depends on current heat level (caution) at 30°C heat index.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
971a53a3-c012-4ba3-a8b2-d9c53f297ed9,2026-05-19T18:13:09.464Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.1,80,30,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
173bb0a2-040d-43f9-b59f-089244fc578b,2026-05-19T18:46:15.709Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.3,81,30.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
7586d773-6e52-4f24-ae2c-193edc8cf2dc,2026-05-19T18:51:16.784Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.3,81,30.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
dff861df-d432-4c56-aee0-e494f386e644,2026-05-19T18:51:24.706Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.3,81,30.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
829a7e37-81a8-407f-b00d-77052335510c,2026-05-19T18:52:23.377Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.3,81,30.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
13458726-790c-48d8-9806-a26fac65eb20,2026-05-19T18:53:27.375Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.3,81,30.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
bbcc4666-7cfe-415c-afff-083d7d62f886,2026-05-19T18:54:23.381Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.3,81,30.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
6c13b7b8-429d-46ef-8ffc-8d07466d8f8d,2026-05-19T19:03:06.570Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.3,85,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
51dd2e28-774c-47a4-8245-1d3a9df0ad3c,2026-05-19T19:04:01.732Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.3,85,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
e9929796-c215-49bb-8b0b-9db9680bfcfe,2026-05-19T19:05:03.728Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.3,85,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
e886f430-f5c3-41fd-bcc6-27750a44b736,2026-05-19T19:10:33.503Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.3°C, heat index is 31.0°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.3,85,31,caution,"Outdoor safety depends on current heat level (caution) at 31°C heat index. Stand by for school updates.","Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods.","Pause activity immediately if symptoms appear. | Watch for dizziness, fatigue, or headache signs.",0.92,"fallback"
b1776cb6-1452-494d-933e-10ae08356110,2026-05-19T19:10:46.783Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.3,85,31,caution,"Current heat index is 31°C (caution). Prioritize hydration, shade, and reduced outdoor exposure. Stand by for school updates.","Ensure drinking water access in classrooms and activity areas. | Monitor students for early heat stress signs and escalate to clinic when needed. | Review current heat index and postpone high-exertion outdoor activity if needed.","Use shaded or indoor alternatives for PE and assemblies when risk is elevated. | Coordinate with class advisers for at-risk students and immediate cooling response. | Encourage frequent hydration every 15 to 20 minutes during hot periods.",0.86,"fallback"
fd5b64ee-1470-4881-ba14-05d218236458,2026-05-19T19:10:53.737Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.3,85,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
001cdbed-82e8-44d4-89bd-228db3a73792,2026-05-19T19:11:39.728Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.3°C, heat index is 31.0°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.3,85,31,caution,"Outdoor safety depends on current heat level (caution) at 31°C heat index. Avoid peak heat exposure.","Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
4d71c168-a14b-4e78-bb91-79d7ebe5670b,2026-05-19T19:11:45.075Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.3,85,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
39165792-b9ea-47e7-ad7a-7dd31f15d898,2026-05-19T19:12:19.849Z,"Explain the advisory in simple terms.","<REDACTED_LOCATION>",27.3,85,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
7c8b04f0-93f8-4a7e-af18-2d2ea6d519fe,2026-05-19T19:12:27.814Z,"Can students still do outdoor activities this afternoon?","<REDACTED_LOCATION>",27.3,85,31,caution,"Outdoor safety depends on current heat level (caution) at 31°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
883a91c7-49f0-4614-b269-dfa52df12cc5,2026-05-19T19:12:39.564Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.3°C, heat index is 31.0°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.3,85,31,caution,"Outdoor safety depends on current heat level (caution) at 31°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
cff1f234-263f-46cc-9ae1-8944584d9749,2026-05-19T19:12:49.754Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.3,85,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
ec22d537-4986-4a12-9d26-b9a0746cb105,2026-05-19T19:12:50.158Z,"whatasd","<REDACTED_LOCATION>",27.3,85,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
11e4abb4-c3fe-4af7-86c7-b21c12022fa2,2026-05-19T19:13:18.610Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.3,85,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
717532ed-d2a6-4667-ba30-0e258ca81dc1,2026-05-19T19:13:39.533Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.3°C, heat index is 31.0°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.3,85,31,caution,"Outdoor safety depends on current heat level (caution) at 31°C heat index. Stand by for school updates.","Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods.","Pause activity immediately if symptoms appear. | Watch for dizziness, fatigue, or headache signs.",0.92,"fallback"
a54ff0b2-94f9-461e-8433-3cf8c59ff783,2026-05-19T19:13:50.256Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.3,85,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
a147a183-2de2-423b-8533-915ca9c2fdb7,2026-05-19T19:14:22.598Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.3,85,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
a08ba800-a001-4e43-af24-c000d07f527b,2026-05-19T19:14:39.858Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.3°C, heat index is 31.0°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.3,85,31,caution,"Outdoor safety depends on current heat level (caution) at 31°C heat index. Avoid peak heat exposure.","Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
c579e532-4010-49c3-b3b0-aa25416d1afe,2026-05-19T19:14:50.788Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.3,85,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
abb3879b-46cc-460d-82c4-4c74b412f69e,2026-05-19T19:15:32.525Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.3°C, heat index is 31.0°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.3,85,31,caution,"Outdoor safety depends on current heat level (caution) at 31°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
bf3d2b40-8aed-4c97-84ed-00d57d8a1927,2026-05-19T19:15:43.649Z,"Realtime health advisory update for current heat index.","<REDACTED_LOCATION>",27.3,85,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
21b404d2-30cd-4b6e-9949-f7e96b2cae7a,2026-05-19T19:15:44.000Z,"Realtime heat advisory update.","<REDACTED_LOCATION>",27.3,85,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
4ecf0af9-739d-4b4f-951c-572d158a409d,2026-05-19T19:16:24.429Z,"What should my child bring for today due to heat?","<REDACTED_LOCATION>",27.3,85,31,caution,"Current heat index is 31°C (caution). Recommended na ihanda ang bata para sa init ngayong araw. Stand by for school updates.","Use light breathable uniform plus hand towel. | Prepare cap/umbrella for sun exposure. | Bring water bottle na madaling i-refill.","Coordinate with teacher if child has heat sensitivity. | Remind the child to drink water regularly.",0.92,"fallback"
4be7ac77-4e24-4837-8fcb-dbb4fd3a00db,2026-05-19T19:20:29.980Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.2°C, heat index is 30.6°C (caution). Condition: broken clouds. Keep it short and practical.","<REDACTED_LOCATION>",27.2,84,30.6,caution,"Outdoor safety depends on current heat level (caution) at 30.6°C heat index. Avoid peak heat exposure.","Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
