id,created_at,query,weather_location,temperatureC,humidityPercent,heatIndexC,heatLevel,summary,actions,safetyTips,confidenceScore,source
893fdcbb-c21e-4443-9578-d84be09a06bc,2026-05-19T20:00:08.619Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.1,81,30.1,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
6644829b-64c6-42bd-97a7-6681f5ccc64a,2026-05-19T20:00:31.630Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.1°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.1,81,30.1,caution,"Outdoor safety depends on current heat level (caution) at 30.1°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
7111c1f0-6890-4821-9fb5-2f40e08c8724,2026-05-19T20:09:46.252Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.6°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.1,86,30.6,caution,"Outdoor safety depends on current heat level (caution) at 30.6°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
c0c48201-4db5-40da-95ee-3e6c41133091,2026-05-19T20:09:52.503Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.1,86,30.6,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
e5476705-3c3f-4cfe-8ef5-a6225290c426,2026-05-19T20:10:07.888Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.1,86,30.6,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
18f48389-7ce9-4f6b-a5e1-5e0b08335d21,2026-05-19T20:10:46.291Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.6°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.1,86,30.6,caution,"Outdoor safety depends on current heat level (caution) at 30.6°C heat index. Stand by for school updates.","Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods.","Pause activity immediately if symptoms appear. | Watch for dizziness, fatigue, or headache signs.",0.92,"fallback"
a7cf2c54-07e4-474d-af91-ec0a6e02b1d1,2026-05-19T20:10:52.624Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.1,86,30.6,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
9718887e-06bc-4070-a2e2-292a471a2adf,2026-05-19T20:11:08.017Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.1,86,30.6,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
5eca8fc0-2f6f-438c-80c9-e2b3bed5d36f,2026-05-19T20:11:46.412Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.6°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.1,86,30.6,caution,"Outdoor safety depends on current heat level (caution) at 30.6°C heat index. Avoid peak heat exposure.","Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
84768c6d-4b1b-4c88-b11f-9e1061d654b0,2026-05-19T20:11:50.281Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.1,86,30.6,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
79b1d983-6685-4709-bb65-86aba360cf0d,2026-05-19T20:12:05.399Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.1,86,30.6,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
4a10e50d-3728-46d2-936d-d62bad84aa47,2026-05-19T20:19:46.157Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.5°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.1,85,30.5,caution,"Outdoor safety depends on current heat level (caution) at 30.5°C heat index. Stand by for school updates.","Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods.","Pause activity immediately if symptoms appear. | Watch for dizziness, fatigue, or headache signs.",0.92,"fallback"
abb4a00f-cfb1-44cc-90e9-a9a5528e3e25,2026-05-19T20:19:49.650Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.1,85,30.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
4409c72d-d0ca-49a6-963d-6d1e87f07393,2026-05-19T20:20:04.947Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.1,85,30.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
13ed1557-6705-4f83-9c34-5039b95344ab,2026-05-19T20:20:45.817Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.5°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.1,85,30.5,caution,"Outdoor safety depends on current heat level (caution) at 30.5°C heat index. Avoid peak heat exposure.","Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
68844184-cb0a-4778-b4bc-3b62fc6b54f5,2026-05-19T20:20:49.180Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.1,85,30.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
fce72269-27c4-40b2-92fa-15cdea3ec980,2026-05-19T20:21:05.162Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.1,85,30.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
2bf2a394-24df-4cf3-a077-2dca2fd6eb72,2026-05-19T20:21:45.871Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.5°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.1,85,30.5,caution,"Outdoor safety depends on current heat level (caution) at 30.5°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
c8115cfe-48f3-454b-a281-d6163301de9b,2026-05-19T20:21:49.761Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.1,85,30.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
47f3a464-5ba5-4154-b807-1617e5da82d7,2026-05-19T20:22:05.253Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.1,85,30.5,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
7242ed3b-eba7-45b5-a70e-59cb5e6d14f8,2026-05-19T20:39:51.889Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.1,82,30.2,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
ebeddcff-7270-4555-8543-db78cf5bc2c3,2026-05-19T20:40:04.825Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.1,82,30.2,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
8df3d349-610d-49bd-b067-58d2b012b395,2026-05-19T20:40:46.934Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.2°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.1,82,30.2,caution,"Outdoor safety depends on current heat level (caution) at 30.2°C heat index. Stand by for school updates.","Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods.","Pause activity immediately if symptoms appear. | Watch for dizziness, fatigue, or headache signs.",0.92,"fallback"
9a67794a-c194-4827-811d-ec47eabc649f,2026-05-19T20:40:49.172Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.1,82,30.2,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
aea9fc54-64a3-49b6-8abe-b04456a1a73b,2026-05-19T20:41:04.901Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.1,82,30.2,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
4abf31b1-feed-4f81-916d-df3c7902c5ee,2026-05-19T20:41:46.632Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.2°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.1,82,30.2,caution,"Outdoor safety depends on current heat level (caution) at 30.2°C heat index. Avoid peak heat exposure.","Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
e4dc41a7-882d-4b1b-9a07-096ff6e4b3fd,2026-05-19T20:41:48.509Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.1,82,30.2,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
c1815110-f0b9-456a-998b-1baf666a4161,2026-05-19T20:42:04.551Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.1,82,30.2,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
f9db82c7-b165-4888-ac39-b27db67ae0a2,2026-05-19T20:42:47.042Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.2°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.1,82,30.2,caution,"Outdoor safety depends on current heat level (caution) at 30.2°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
1359dfa8-788d-4958-a63a-b5ec062d9ad4,2026-05-19T21:01:46.168Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.7°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.1,87,30.7,caution,"Outdoor safety depends on current heat level (caution) at 30.7°C heat index. Stand by for school updates.","Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods.","Pause activity immediately if symptoms appear. | Watch for dizziness, fatigue, or headache signs.",0.92,"fallback"
b33298f5-2838-44a0-840a-397d87a25c32,2026-05-19T21:01:48.677Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.1,87,30.7,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
de390724-3d5a-4c86-9068-39ddd79d3c97,2026-05-19T21:02:04.870Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.1,87,30.7,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
3ad82bd1-5d73-47b9-839a-ca14ec51fc75,2026-05-19T21:02:46.865Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.7°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.1,87,30.7,caution,"Outdoor safety depends on current heat level (caution) at 30.7°C heat index. Avoid peak heat exposure.","Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
cf151c5a-b743-48a7-8cb2-7ddd87fcca90,2026-05-19T21:02:49.014Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.1,87,30.7,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
5a82aa4f-528d-4054-876e-161b2d4c4019,2026-05-19T21:03:05.328Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.1,87,30.7,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
6ca50b8b-c557-443e-9e5a-e24abda8bb54,2026-05-19T21:03:46.803Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.7°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.1,87,30.7,caution,"Outdoor safety depends on current heat level (caution) at 30.7°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
50325585-12b3-40d8-b559-e094b67e4aaf,2026-05-19T21:03:48.938Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.1,87,30.7,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
11b22461-2bf6-4489-88bc-46822c7ce0b1,2026-05-19T21:04:04.821Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.1,87,30.7,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
974dca2b-3ade-4cf0-a50c-113474a7186a,2026-05-19T21:30:46.593Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.1°C, heat index is 30.6°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.4,83,31,caution,"Outdoor safety depends on current heat level (caution) at 31°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
6858cb5e-fdab-46c6-8084-4969115aed09,2026-05-19T21:30:46.930Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.4°C, heat index is 31.0°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.4,83,31,caution,"Outdoor safety depends on current heat level (caution) at 31°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
c5b03c4b-487f-4be6-bd83-ec8a26ca3f6e,2026-05-19T21:30:51.490Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.4,83,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
97f59033-fba9-4484-9e47-8a8bf7e87ec9,2026-05-19T21:31:04.626Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.4,83,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
cdb5fe3c-9a28-4d53-827a-ea03e1317bd0,2026-05-19T21:31:46.456Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.4°C, heat index is 31.0°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.4,83,31,caution,"Outdoor safety depends on current heat level (caution) at 31°C heat index. Stand by for school updates.","Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods.","Pause activity immediately if symptoms appear. | Watch for dizziness, fatigue, or headache signs.",0.92,"fallback"
4ccb86e2-c42f-42da-96a9-071f0c505ccd,2026-05-19T21:31:48.345Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.4,83,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
6cbb35ab-ac2d-49e7-ac2d-18912555c97d,2026-05-19T21:32:04.823Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.4,83,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
633d49b3-2e05-4dbd-a845-775c7064ea5e,2026-05-19T21:32:46.384Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.4°C, heat index is 31.0°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.4,83,31,caution,"Outdoor safety depends on current heat level (caution) at 31°C heat index. Avoid peak heat exposure.","Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
d0135f03-e76a-48e0-93b9-53e499e536ae,2026-05-19T21:32:48.381Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.4,83,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
ea63166e-867d-4b3d-a36c-e9580c7137ac,2026-05-19T21:33:04.901Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.4,83,31,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
b20a2891-e7fe-449b-8cf6-1b272e47ded5,2026-05-19T21:40:50.590Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.4,82,30.9,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
7db98f38-61e5-441d-b327-4935a3d5466d,2026-05-19T21:41:04.430Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.4,82,30.9,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
4effc9df-ba0c-4701-beda-08dc8700f369,2026-05-19T21:41:45.806Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.4°C, heat index is 30.9°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.4,82,30.9,caution,"Outdoor safety depends on current heat level (caution) at 30.9°C heat index. Avoid peak heat exposure.","Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
9c9aec4a-729b-424d-8087-a8a97acdbe29,2026-05-19T21:41:48.127Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.4,82,30.9,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Avoid peak heat exposure.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
154b00cc-4273-4a15-9425-10557bfd37e0,2026-05-19T21:42:04.813Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.4,82,30.9,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
044c534f-8e9a-4d74-adca-af43e976a7f9,2026-05-19T21:42:45.948Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.4°C, heat index is 30.9°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.4,82,30.9,caution,"Outdoor safety depends on current heat level (caution) at 30.9°C heat index. Keep hydration in mind today.","Reduce high-exertion activity during peak heat periods. | Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans.","Watch for dizziness, fatigue, or headache signs. | Pause activity immediately if symptoms appear.",0.92,"fallback"
4d9e7957-bf06-47e0-9d85-093d2bd9e280,2026-05-19T21:42:48.018Z,"Realtime heat advisory update.","Mayamot Elementary School, Antipolo City",27.4,82,30.9,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Keep hydration in mind today.","Reduce the duration of outdoor activities during peak heat hours. | Increase water break frequency and check on at-risk students.","Schedule outdoor activities earlier in the day if possible. | Watch for dizziness, nausea, or unusual fatigue.",1,"python"
01e31b7d-cf5a-48a2-a656-62024093f937,2026-05-19T21:43:04.976Z,"Realtime health advisory update for current heat index.","Mayamot Elementary School, Antipolo City",27.4,82,30.9,caution,"Heat conditions require caution. Adjust outdoor activities and hydration practices. Stand by for school updates.","Increase water break frequency and check on at-risk students. | Reduce the duration of outdoor activities during peak heat hours.","Watch for dizziness, nausea, or unusual fatigue. | Schedule outdoor activities earlier in the day if possible.",1,"python"
8096f8a6-8367-4bee-909b-436d966ca1b0,2026-05-19T21:43:46.243Z,"Give a single-sentence heat advisory for a parent. Current temperature is 27.4°C, heat index is 30.9°C (caution). Condition: broken clouds. Keep it short and practical.","Mayamot Elementary School, Antipolo City",27.4,82,30.9,caution,"Outdoor safety depends on current heat level (caution) at 30.9°C heat index. Stand by for school updates.","Use shaded or indoor alternatives when possible. | Coordinate with teachers for modified activity plans. | Reduce high-exertion activity during peak heat periods.","Pause activity immediately if symptoms appear. | Watch for dizziness, fatigue, or headache signs.",0.92,"fallback"
